id,ik,locationName,address,coordinates,distance,email,website,furtherProducts,phone,adress,handler_type,company_purpose,management,registration_number,profit_year,profit_amount,company_url
59546,510730478,"AWO Bezirksverband Rheinland e.V. AWO SZ ""Haus der Generationen, Remeyerhof""","{'street': 'Remeyerhofstr. 19', 'streetAddition': '', 'zip': '67547', 'city': 'Worms', 'phone': '', 'title': '', 'active': False}","{'lat': 49.636380988291, 'lon': 8.3659759253612}",0,,,[],,,,,,,,,
59569,510710851,AWO Bezirksverband Rheinland e.V.  AWO SZ Idar-Oberstein,"{'street': 'Turnhallenstr. 1', 'streetAddition': '', 'zip': '55743', 'city': 'Idar-Oberstein', 'phone': '', 'title': '', 'active': False}","{'lat': 49.724033989792, 'lon': 7.295470938761}",0,,,[],,,,,,,,,
59350,510734564,"AWO Bezirksverband Rheinland e.V.  AWO SZ ""Jockel-Fuchs""","{'street': 'Jacob-Goedecker-Str. 3', 'streetAddition': '', 'zip': '55122', 'city': 'Mainz', 'phone': '', 'title': '', 'active': False}","{'lat': 50.002964984866, 'lon': 8.22350195349}",0,,,[],,,,,,,,,
59570,510710668,"AWO Bezirksverband Rheinland e.V.  AWO SZ ""Kannenbäckerland""","{'street': 'St.-Martin-Weg 9', 'streetAddition': '', 'zip': '56203', 'city': 'Höhr-Grenzhausen', 'phone': '', 'title': '', 'active': False}","{'lat': 50.427516988641, 'lon': 7.6708249733711}",0,,,[],,,,,,,,,
59558,510712409,"AWO Bezirksverband Rheinland e.V.  AWO SZ ""Laubach""","{'street': 'Laubach 20 - 22', 'streetAddition': '', 'zip': '56068', 'city': 'Koblenz', 'phone': '', 'title': '', 'active': False}","{'lat': 50.338613982333, 'lon': 7.5838679640368}",0,Seniorenzentrum.laubach@awo-rheinland.de,,[],,,,,,,,,
59573,510710441,"AWO Bezirksverband Rheinland e.V.  AWO SZ ""Lotte-Lemke""","{'street': 'Saline Theodorshalle 22', 'streetAddition': '', 'zip': '55543', 'city': 'Bad Kreuznach', 'phone': '', 'title': '', 'active': False}","{'lat': 49.823561991272, 'lon': 7.8499079880161}",0,,,[],,,,,,,,,
59559,510712147,"AWO Bezirksverband Rheinland e.V.  AWO SZ ""Sterngarten""","{'street': 'Pfarrer-Winand-Str. 1-3', 'streetAddition': '', 'zip': '56727', 'city': 'Mayen', 'phone': '', 'title': '', 'active': False}","{'lat': 50.331631971009, 'lon': 7.2153399577761}",0,,,[],,,,,,,,,
59535,510732061,"AWO Bezirksverband Rheinland e.V.  AWO SZ ""Ursel-Distlhut""","{'street': 'Bernhard-Winter-Str. 33', 'streetAddition': '', 'zip': '55120', 'city': 'Mainz', 'phone': '', 'title': '', 'active': False}","{'lat': 50.019293349761, 'lon': 8.2256529694378}",0,,,[],,,,,,,,,
59565,510711102,"AWO Bezirksverband Rheinland e.V.  AWO SZ ""Vierwindenhöhe""","{'street': 'Vierwindenhöhe 14 - 16', 'streetAddition': '', 'zip': '56170', 'city': 'Bendorf', 'phone': '', 'title': '', 'active': False}","{'lat': 50.419745998069, 'lon': 7.5844079413541}",0,,,[],,,,,,,,,
59534,510732118,AWO Bezirksverband Rheinland e.V.  AWO SZ Wörrstadt,"{'street': 'Humboldtstr. 3', 'streetAddition': '', 'zip': '55286', 'city': 'Wörrstadt', 'phone': '', 'title': '', 'active': False}","{'lat': 49.841223968805, 'lon': 8.1071979719704}",0,,,[],,,,,,,,,
59481,510663809,AWO gGmbH Altenzentrum Bebra  Stationäre Einrichtung,"{'street': 'Marie-Juchacz-Str. 3 - 5', 'streetAddition': '', 'zip': '36179', 'city': 'Bebra', 'phone': '', 'title': '', 'active': False}","{'lat': 50.974373992969, 'lon': 9.7904629479841}",0,,,[],,,,,,,,,
58186,330900817,AWONIA GmbH Christian-Dierig-Haus  Hilfsmittel,"{'street': 'Rosenaustr. 38', 'streetAddition': '', 'zip': '86150', 'city': 'Augsburg', 'phone': '', 'title': '', 'active': False}","{'lat': 48.364653940838, 'lon': 10.882423925651}",0,,,[],,,,,,,,,
58187,330900806,AWONIA GmbH Sozialzentrum Hammerschmiede Hilfsmittel,"{'street': 'Rosenaustr. 38', 'streetAddition': '', 'zip': '86150', 'city': 'Augsburg', 'phone': '', 'title': '', 'active': False}","{'lat': 48.364653940838, 'lon': 10.882423925651}",0,,,[],,,,,,,,,
59628,510951272,AWO Pflegeheim Heidenheim,"{'street': 'Lohstr. 29', 'streetAddition': '', 'zip': '91719', 'city': 'Heidenheim', 'phone': '', 'title': '', 'active': False}","{'lat': 49.010549953442, 'lon': 10.742856991871}",0,,,[],,,Kirche,,"Norbert Schroth, Ulrike, Hörst",,,,https://www.companyhouse.de/Foerderverein-AWO-Pflegeheim-Heidenheim-eV-Heidenheim
59323,510649560,AWO Seniorenresidenz Haus am Park  Phase F,"{'street': 'An den Hofgärten 3', 'streetAddition': '', 'zip': '65835', 'city': 'Liederbach', 'phone': '', 'title': '', 'active': False}","{'lat': 50.119047996934, 'lon': 8.4972539243519}",0,,,[],,,,,,,,,
59321,510649617,AWO Seniorenwohnanlage Johannesviertel,"{'street': 'Kasinostr. 37', 'streetAddition': '', 'zip': '64293', 'city': 'Darmstadt', 'phone': '', 'title': '', 'active': False}","{'lat': 49.875901961798, 'lon': 8.6434069464692}",0,,,[],,,,,,,,,
59460,510826337,AWO Seniorenzentrum Eggenstein-Leopoldshafen,"{'street': 'Berliner Ring 8 - 10', 'streetAddition': '', 'zip': '76344', 'city': 'Eggenstein-Leopoldshafen', 'phone': '', 'title': '', 'active': False}","{'lat': 49.088227995822, 'lon': 8.4045269461162}",0,,,[],,,,,,,,,
59380,510648013,"AWO Sozialzentrum ""Elisabeth Selbert""","{'street': 'Am Stauweiher 11', 'streetAddition': '', 'zip': '63674', 'city': 'Altenstadt', 'phone': '', 'title': '', 'active': False}","{'lat': 50.288355974555, 'lon': 8.940727925609}",0,,,[],,,,,,,,,
59379,510648024,AWO Sozialzentrum Haus am Park,"{'street': 'An den Hofgärten 3', 'streetAddition': '', 'zip': '65835', 'city': 'Liederbach', 'phone': '', 'title': '', 'active': False}","{'lat': 50.119047996934, 'lon': 8.4972539243519}",0,,,[],,,,,,,,,
57877,510642654,"AWO Sozialzentrum ""Haus Mainblick""  Alten- und Pflegeheim","{'street': 'Mainblick 49', 'streetAddition': '', 'zip': '65779', 'city': 'Kelkheim', 'phone': '', 'title': '', 'active': False}","{'lat': 50.138482955745, 'lon': 8.4558679103918}",0,,,[],,,,,,,,,
58694,510341809,AWO Wohnen & Pflegen Weser-Ems GmbH Altenwohnanlage Aurich/Popens,"{'street': 'Klingenbergstr. 73', 'streetAddition': '', 'zip': '26133', 'city': 'Oldenburg', 'phone': '', 'title': '', 'active': False}","{'lat': 53.109081989545, 'lon': 8.2241899731661}",0,,,[],,,,,,,,,
58689,510341854,"AWO Wohnen & Pflegen Weser-Ems Gmbh Altenwohnanlage ""Marianne-Sternberg-Haus""","{'street': 'Klingenbergstr. 73', 'streetAddition': '', 'zip': '26133', 'city': 'Oldenburg', 'phone': '', 'title': '', 'active': False}","{'lat': 53.109081989545, 'lon': 8.2241899731661}",0,,,[],,,,,,,,,
58702,510340192,AWO Wohnen & Pflegen Weser-Ems GmbH  Altenwohnzentrum Bramsche,"{'street': 'Klingenbergstr. 73', 'streetAddition': '', 'zip': '26133', 'city': 'Oldenburg', 'phone': '', 'title': '', 'active': False}","{'lat': 53.109081989545, 'lon': 8.2241899731661}",0,,,[],,,,,,,,,
58690,510341843,AWO Wohnen & Pflegen Weser-Ems GmbH  Altenwohnzentrum Esens,"{'street': 'Klingenbergstr. 73', 'streetAddition': '', 'zip': '26133', 'city': 'Oldenburg', 'phone': '', 'title': '', 'active': False}","{'lat': 53.109081989545, 'lon': 8.2241899731661}",0,,,[],,,,,,,,,
58695,510341796,"AWO Wohnen & Pflegen Weser-Ems GmbH Altenwohnzentrum ""Haus am  Flötenteich""","{'street': 'Klingenbergstr. 73', 'streetAddition': '', 'zip': '26133', 'city': 'Oldenburg', 'phone': '', 'title': '', 'active': False}","{'lat': 53.109081989545, 'lon': 8.2241899731661}",0,,,[],,,,,,,,,
58696,510341785,AWO Wohnen & Pflegen Weser-Ems GmbH  Altenwohnzentrum Nordenham,"{'street': 'Klingenbergstr. 73', 'streetAddition': '', 'zip': '26133', 'city': 'Oldenburg', 'phone': '', 'title': '', 'active': False}","{'lat': 53.109081989545, 'lon': 8.2241899731661}",0,,,[],,,,,,,,,
58700,510340762,AWO Wohnen & Pflegen Weser-Ems Gmbh  Altenwohnzentrum Nordhorn,"{'street': 'Klingenbergstr. 73', 'streetAddition': '', 'zip': '26133', 'city': 'Oldenburg', 'phone': '', 'title': '', 'active': False}","{'lat': 53.109081989545, 'lon': 8.2241899731661}",0,,,[],,,,,,,,,
58688,510341865,"AWO Wohnen & Pflegen Weser-Ems GmbH Altenwohnzentrum ""Pauline-Ahlsdorff-Haus""","{'street': 'Klingenbergstr. 73', 'streetAddition': '', 'zip': '26133', 'city': 'Oldenburg', 'phone': '', 'title': '', 'active': False}","{'lat': 53.109081989545, 'lon': 8.2241899731661}",0,,,[],,,,,,,,,
58691,510341832,AWO Wohnen & Pflegen Weser-Ems GmbH  Altenwohnzentrum Rastede,"{'street': 'Klingenbergstr. 73', 'streetAddition': '', 'zip': '26133', 'city': 'Oldenburg', 'phone': '', 'title': '', 'active': False}","{'lat': 53.109081989545, 'lon': 8.2241899731661}",0,,,[],,,,,,,,,
58692,510341821,AWO Wohnen & Pflegen Weser-Ems GmbH AWO am Zwischenahner Meer,"{'street': 'Seestr. 2 a', 'streetAddition': '', 'zip': '26160', 'city': 'Bad Zwischenahn', 'phone': '', 'title': '', 'active': False}","{'lat': 53.192816987167, 'lon': 7.9891409281737}",0,,,[],,,,,,,,,
58693,510341810,AWO Wohnen & Pflegen Weser-Ems GmbH AWO Gezeitenhaus Emden,"{'street': 'Klingenbergstr. 73', 'streetAddition': '', 'zip': '26133', 'city': 'Oldenburg', 'phone': '', 'title': '', 'active': False}","{'lat': 53.109081989545, 'lon': 8.2241899731661}",0,,,[],,,,,,,,,
56079,510347439,AWO Wohnen & Pflegen Weser-Ems GmbH AWO Wohnpark Lemwerder,"{'street': 'Stedinger Str. 67', 'streetAddition': '', 'zip': '27809', 'city': 'Lemwerder', 'phone': '', 'title': '', 'active': False}","{'lat': 53.154612969877, 'lon': 8.6094729967801}",0,,,[],,,,,,,,,
58665,512340185,AWO Wohnen & Pflegen Weser-Ems GmbH Haus Wilhelmshaven gerontopsych. Abteilung,"{'street': 'Rheinstr. 106', 'streetAddition': '', 'zip': '26382', 'city': 'Wilhelmshaven', 'phone': '', 'title': '', 'active': False}","{'lat': 53.51663995234, 'lon': 8.1206579688615}",0,,,[],,,,,,,,,
58682,510346666,AWO Wohnen & Pflegen Weser-Ems GmbH Wohnpark Pewsum,"{'street': 'Manningastr. 4', 'streetAddition': '', 'zip': '26736', 'city': 'Krummhörn', 'phone': '', 'title': '', 'active': False}","{'lat': 53.436395971129, 'lon': 7.0927209994722}",0,,,[],,,,,,,,,
58683,510346655,AWO Wohnen & Pflegen Weser-Ems GmbH Wohnpark Wardenburg,"{'street': 'Am Fischerheim 3', 'streetAddition': '', 'zip': '26203', 'city': 'Wardenburg', 'phone': '', 'title': '', 'active': False}","{'lat': 53.064469998507, 'lon': 8.1975039905154}",0,,,[],,,,,,,,,
58666,510349772,AWO Wohnen & Pflegen Weser-Ems GmbH Wohnpark Wiesmoor,"{'street': 'Kastanienstr. 11', 'streetAddition': '', 'zip': '26639', 'city': 'Wiesmoor', 'phone': '', 'title': '', 'active': False}","{'lat': 53.413607950378, 'lon': 7.727038938737}",0,,,[],,,,,,,,,
59840,510341752,AWO Wohnpark Up Fehn,"{'street': 'Im Hooge Brinken 3', 'streetAddition': '', 'zip': '26629', 'city': 'Großefehn', 'phone': '', 'title': '', 'active': False}","{'lat': 53.404469967161, 'lon': 7.5922799680204}",0,,,[],,,,,,,,,
19164,303734844,Bad Apotheke Bianca Thurm e.K.,"{'street': 'Allee 10', 'streetAddition': '', 'zip': '32805', 'city': 'Horn-Bad Meinberg', 'phone': '', 'title': '', 'active': False}","{'lat': 51.895189984916, 'lon': 8.9796169824054}",0,,,[],,"Parkstraße 55, 32805 Horn-Bad Meinberg",Pharmazie,Betrieb einer Apotheke.,Bianca Thurm,HRA 6069 Amtsgericht Lemgo,,,https://www.companyhouse.de/Bad-Apotheke-Bianca-Thurm-eK-Horn-Bad-Meinberg
14546,330506443,Bad Apotheke Bianca Thurm e.K.  Sanitätshaus,"{'street': 'Allee 10', 'streetAddition': '', 'zip': '32805', 'city': 'Horn-Bad Meinberg', 'phone': '', 'title': '', 'active': False}","{'lat': 51.895189984916, 'lon': 8.9796169824054}",0,,,[],,,,,,,,,
37427,302500828,Bad-Apotheke Henning Fichter,"{'street': 'Frankfurter Str. 27', 'streetAddition': '', 'zip': '49214', 'city': 'Bad Rothenfelde', 'phone': '', 'title': '', 'active': False}","{'lat': 52.106872949698, 'lon': 8.1622669446751}",0,mail@verbraucher-schlichter.de,apotal.de,[],+49 800 1011422,"Frankfurterstr. 27, 49214 Georgsmarienhütte",Apothekenwesen,,Heinz-Peter Fichter,,,,https://www.companyhouse.de/Bad-Apotheke-Henning-Fichter-e-K-Georgsmarienhuette
21912,304905171,Bären Apotheke Alleestraße Jasmin Tomcin,"{'street': 'Alleestr. 94', 'streetAddition': '', 'zip': '42853', 'city': 'Remscheid', 'phone': '', 'title': '', 'active': False}","{'lat': 51.181511964245, 'lon': 7.1842629201851}",0,,,[],,,,,,,,,
34430,303728675,Bären-Apotheke am alten Posthof Sonja Leugermann,"{'street': 'Weberstr. 36', 'streetAddition': '', 'zip': '49477', 'city': 'Ibbenbüren', 'phone': '', 'title': '', 'active': False}","{'lat': 52.273269957732, 'lon': 7.7115919582689}",0,,,[],,"Weberstr. 36, 49477 Ibbenbüren",Pharmazie,Betrieb einer Apotheke.,,Eingetragener Kaufmann,,,https://www.companyhouse.de/Baeren-Apotheke-am-Alten-Posthof-Inh-Apothekerin-Sonja-Leugermann-eK-Ibbenbueren
24428,304212721,Bären-Apotheke am Neunehausplatz Wolfgang Wittig,"{'street': 'Neuenhausplatz 20', 'streetAddition': '', 'zip': '40699', 'city': 'Erkrath', 'phone': '', 'title': '', 'active': False}","{'lat': 51.20066595465, 'lon': 6.9131279214089}",0,,,[],,,,,,,,,
38366,303524919,Bären Apotheke Ann Katrin Hölkeskamp e.K.,"{'street': 'Mittelstr. 63', 'streetAddition': '', 'zip': '45549', 'city': 'Sprockhövel', 'phone': '', 'title': '', 'active': False}","{'lat': 51.33129497055, 'lon': 7.2715599418544}",0,,,[],,"Mittelstraße 63, 45549 Sprockhövel",Großhandel,Verkauf von Pharmazeutika aller Art.,,Eingetragener Kaufmann,,,https://www.companyhouse.de/Baeren-Apotheke-Inh-Ann-Katrin-Hoelkeskamp-eK-Sprockhoevel
21072,304629052,Bären Apotheke Blumenberg Farid Dawd,"{'street': 'Ernstbergstr. 141 - 143', 'streetAddition': '', 'zip': '50765', 'city': 'Köln', 'phone': '', 'title': '', 'active': False}","{'lat': 51.036966978208, 'lon': 6.8837079161909}",0,,,[],+49 221 2713948,"Ernstbergstraße 141-143, 50765 Köln",Apothekenwesen,"Bären-Apotheke Blumenberg Inh. Farid Dawd e.K. ist eine Apotheke, sich auf den Verkauf einer Vielzahl von Medikamenten und Gesundheitsprodukten spezialisiert hat. Sie bietet kompetente Beratung und einen umfassenden Service rund um die Gesundheit ihrer Kunden. Das Unternehmen zeichnet sich durch ein breites Sortiment, Aktualität und eine kundenorientierte Online-Präsenz aus.",,Eingetragener Kaufmann,,,https://www.companyhouse.de/Baeren-Apotheke-Blumenberg-Inh-Farid-Dawd-eK-Koeln
34494,303726991,Bären-Apotheke Christiane Haller e.K.,"{'street': 'Hochstr. 41', 'streetAddition': '', 'zip': '45964', 'city': 'Gladbeck', 'phone': '', 'title': '', 'active': False}","{'lat': 51.573637988491, 'lon': 6.9931659267618}",0,,,[],+49 2043 205720,"Hochstr. 41, 45964 Gelsenkirchen",Pharmazie,Betrieb einer Apotheke,Christiane Haller,Eingetragener Kaufmann,,,https://www.companyhouse.de/Baeren-Apotheke-Christiane-Haller-eK-Gelsenkirchen
23591,304626242,Bären-Apotheke Christian Fieth,"{'street': 'Zollstockgürtel 31', 'streetAddition': '', 'zip': '50969', 'city': 'Köln', 'phone': '', 'title': '', 'active': False}","{'lat': 50.904969945956, 'lon': 6.9410609453371}",0,,,[],,"Zollstockgürtel 31, 50969 Köln",Pharmazie,"Apotheke, Filial apotheke der Bären Apotheke Christian Fieth e.K., 50825  Apotheke Christian Fieth e.K."" ,Amtsgericht  HRA",,Eingetragener Kaufmann,,,https://www.companyhouse.de/Baeren-Apotheke-Christian-Fieth-eK-Koeln
24043,304804339,Bären-Apotheke e.K. Ilona Hanf,"{'street': 'Bismarckstr. 60', 'streetAddition': '', 'zip': '41061', 'city': 'Mönchengladbach', 'phone': '', 'title': '', 'active': False}","{'lat': 51.197136958136, 'lon': 6.4408669577145}",0,,,[],,,,,,,,,
34465,303523042,Bären-Apotheke Georg Wilmers,"{'street': 'Le-Puy-Str. 13', 'streetAddition': '', 'zip': '59872', 'city': 'Meschede', 'phone': '', 'title': '', 'active': False}","{'lat': 51.348760984524, 'lon': 8.2806039933458}",0,,,[],,,,,,,,,
19359,303528979,Bären-Apotheke Ibrahim Qaisiya,"{'street': 'Bahnhofstr. 51', 'streetAddition': '', 'zip': '57258', 'city': 'Freudenberg', 'phone': '', 'title': '', 'active': False}","{'lat': 50.899945970457, 'lon': 7.8797979917907}",0,info@baerenapotheke-freudenberg.de,baerenapotheke-freudenberg.de,[],+49 2734 489177,"Bahnhofstraße 51, 57258 Freudenberg",Apotheken- und Gesundheitsdienstleistungen,"Apotheke bietet auch einen Hilfsmittel-Lieferservice sowie den Verleih von Gehhilfen, Rollstühlen, Inhaliergeräten etc. an. Die Postagentur ist über die Telefon-Nr. 02734/434650 zu erreichen. Außerdem ist ein DHL-Abholdienst angeschlossen.",Ibrahim Tawfiq Ibrahim Qaisiya,Eingetragener Kaufmann,,,https://www.companyhouse.de/Baeren-Apotheke-Nachfolger-Ibrahim-Tawfiq-Ibrahim-Qaisiya-eK-Freudenberg
39222,303726979,Bären-Apotheke Inh. Hidir Ates,"{'street': 'Bahnhofstr. 75', 'streetAddition': '', 'zip': '45879', 'city': 'Gelsenkirchen', 'phone': '', 'title': '', 'active': False}","{'lat': 51.506843972849, 'lon': 7.1005339169927}",0,,,[],,,,,,,,,
19594,303734742,Bären-Apotheke Johannes Stauff,"{'street': 'Bielefelder Str. 9', 'streetAddition': '', 'zip': '33104', 'city': 'Paderborn', 'phone': '', 'title': '', 'active': False}","{'lat': 51.788010268257, 'lon': 8.7024438676155}",0,,,[],,,,,,,,,
34357,303730372,Bären-Apotheke Laura Höcke,"{'street': 'An der Mühle 12', 'streetAddition': '', 'zip': '59394', 'city': 'Nordkirchen', 'phone': '', 'title': '', 'active': False}","{'lat': 51.737913966636, 'lon': 7.5278049156387}",0,,,[],,"An der Mühle 12, 59394 Nordkirchen",Pharmazie,"Betrieb einer Apotheke, Handel mit Arzneimitteln und apothekenüblichen Waren und Erbringung pharmazeutischer Dienstleistungen",,HRA 7206 Amtsgericht Coesfeld,,,https://www.companyhouse.de/Baeren-Apotheke-Laura-Hoecke-eK-Nordkirchen
58902,510919976,Haus am Giesinger Bahnhof München-Giesing,"{'street': 'Wallbergstr. 7', 'streetAddition': '', 'zip': '81539', 'city': 'München', 'phone': '', 'title': '', 'active': False}","{'lat': 48.109364953505, 'lon': 11.596485941508}",0,,,[],,,,,,,,,
59791,510335969,Haus am Haberkamp Bad Bevensen  Stationäre Pflege,"{'street': 'Haberkamp 11  -13', 'streetAddition': '', 'zip': '29549', 'city': 'Bad Bevensen', 'phone': '', 'title': '', 'active': False}","{'lat': 53.087265947893, 'lon': 10.589715975158}",0,,,[],,,,,,,,,
59127,512101654,Haus am Holunderbusch   Seniorenresidenz,"{'street': 'Krummbogen 80 a', 'streetAddition': '', 'zip': '24113', 'city': 'Kiel', 'phone': '', 'title': '', 'active': False}","{'lat': 54.296591989025, 'lon': 10.116891947444}",0,,,[],,,,,,,,,
59887,512910221,Haus am Klostergarten Oberschweinbach,"{'street': 'Am Schloss Spielberg 4', 'streetAddition': '', 'zip': '82294', 'city': 'Oberschweinbach', 'phone': '', 'title': '', 'active': False}","{'lat': 48.238155960271, 'lon': 11.163072981601}",0,,,[],,,,,,,,,
58863,512591361,Haus am Koppelteich   Pflegeeinrichtung,"{'street': 'Am Koppelteich 15', 'streetAddition': '', 'zip': '59174', 'city': 'Kamen', 'phone': '', 'title': '', 'active': False}","{'lat': 51.587385977427, 'lon': 7.6588579764822}",0,,,[],,,,,,,,,
59714,511411873,Haus am Küchwaldpark Chemnitz  Vollstätionäre Pflege,"{'street': 'Leipziger Str. 119', 'streetAddition': '', 'zip': '09113', 'city': 'Chemnitz', 'phone': '', 'title': '', 'active': False}","{'lat': 50.846553973664, 'lon': 12.901264996505}",0,,,[],,,,,,,,,
58121,510113460,Haus am Lecker Mühlenstrom GmbH & Co. KG  Alten- und Pflegeheim,"{'street': 'Birkstr. 41', 'streetAddition': '', 'zip': '25917', 'city': 'Leck', 'phone': '', 'title': '', 'active': False}","{'lat': 54.775683960259, 'lon': 8.9619459529569}",0,,,[],,,,,,,,,
58769,510714913,Haus am Linzer Berg Linz,"{'street': 'Asbacher Str. 35', 'streetAddition': '', 'zip': '53560', 'city': 'Kretzhaus', 'phone': '', 'title': '', 'active': False}","{'lat': 50.613470977927, 'lon': 7.3105019992525}",0,,,[],,,,,,,,,
59579,510334731,Haus am Marktplatz Neu Wulmstorf,"{'street': 'Marktplatz 24', 'streetAddition': '', 'zip': '21629', 'city': 'Neu Wulmstorf', 'phone': '', 'title': '', 'active': False}","{'lat': 53.467183973532, 'lon': 9.7917159181424}",0,,,[],,,,,,,,,
59294,511003584,Haus am Mühlenweg   Vollstätionäre Pflege,"{'street': 'Am Mühlengarten 2', 'streetAddition': '', 'zip': '66564', 'city': 'Ottweiler', 'phone': '', 'title': '', 'active': False}","{'lat': 49.418922082178, 'lon': 7.2352811197791}",0,,,[],,,,,,,,,
59396,510714844,Haus am Park Niedersteinebach,"{'street': 'Hauptstr. 27', 'streetAddition': '', 'zip': '56593', 'city': 'Niedersteinebach', 'phone': '', 'title': '', 'active': False}","{'lat': 50.60145599809, 'lon': 7.5059199790239}",0,,,[],,,,,,,,,
59745,510513625,Haus am Park Senioren- und Pflegeheim GmbH & Co. KG,"{'street': 'Hastener Str. 27', 'streetAddition': '', 'zip': '42855', 'city': 'Remscheid', 'phone': '', 'title': '', 'active': False}","{'lat': 51.19073298522, 'lon': 7.1712249518144}",0,,,[],+49 2191 88640,"Hastenerstr. 27, 42855 Remscheid","Gesundheit, Wellness & Fitness",Seniorenheim,Bernd Karthaus,HRA 18406 Amtsgericht Wuppertal,,,https://www.companyhouse.de/Haus-am-Park-Senioren-und-Pflegeheim-GmbH-Co-KG-Remscheid
59283,510734984,Haus am Schachenwald (Neubau)  vollstationäre Pflege,"{'street': 'Akazienweg 31', 'streetAddition': '', 'zip': '66914', 'city': 'Waldmohr', 'phone': '', 'title': '', 'active': False}","{'lat': 49.395098164757, 'lon': 7.3383043183069}",0,,,[],,,,,,,,,
59346,510649036,Haus am Schlossteich Idstein,"{'street': 'Saarbrücker Platz 6', 'streetAddition': '', 'zip': '65510', 'city': 'Idstein', 'phone': '', 'title': '', 'active': False}","{'lat': 50.225654978046, 'lon': 8.2626589777356}",0,,,[],,,,,,,,,
59790,510818337,Haus Am Schlüsselgarnweg Heilbronn-Sontheim  Vollstationäre Pflege,"{'street': 'Karl-Döft-Str. 10', 'streetAddition': '', 'zip': '74081', 'city': 'Heilbronn', 'phone': '', 'title': '', 'active': False}","{'lat': 49.119639973391, 'lon': 9.1962199315222}",0,,,[],,,,,,,,,
58123,510557684,Haus am Schwanenteich   Vollstationäre Pflege SGB XI,"{'street': 'Tungerloh-Capellen 4', 'streetAddition': '', 'zip': '48712', 'city': 'Gescher', 'phone': '', 'title': '', 'active': False}","{'lat': 51.951211994863, 'lon': 7.0233827376368}",0,,,[],,,,,,,,,
58972,510520247,Haus am Siegsteig GmbH   Alten- und Pflegeheim,"{'street': 'Hohner Weg 35', 'streetAddition': '', 'zip': '53783', 'city': 'Eitorf', 'phone': '', 'title': '', 'active': False}","{'lat': 50.777240971278, 'lon': 7.4160139802749}",0,,,[],,,,,,,,,
58076,510604909,Haus am Silberberg   Inkontinenzabrechnung,"{'street': 'Am Eichert 46', 'streetAddition': '', 'zip': '65510', 'city': 'Hünstetten', 'phone': '', 'title': '', 'active': False}","{'lat': 50.249504988274, 'lon': 8.1945779979719}",0,,,[],,,,,,,,,
59118,510598729,Haus am Stadtpark - Schwerte   Altenpflegeheim,"{'street': 'Beckestr. 3 - 5', 'streetAddition': '', 'zip': '58239', 'city': 'Schwerte', 'phone': '', 'title': '', 'active': False}","{'lat': 51.441182988915, 'lon': 7.5607109231482}",0,,,[],,,,,,,,,
59362,512910653,Haus Am Steinbach,"{'street': 'Mühltalweg 12', 'streetAddition': '', 'zip': '83131', 'city': 'Nußdorf', 'phone': '', 'title': '', 'active': False}","{'lat': 47.74300698253, 'lon': 12.160496965566}",0,,,[],,,,,,,,,
59685,511531732,Haus am Stern Olvenstedt,"{'street': 'Olvenstedter Chaussee 125', 'streetAddition': '', 'zip': '39130', 'city': 'Magdeburg', 'phone': '', 'title': '', 'active': False}","{'lat': 52.147664975543, 'lon': 11.581659966396}",0,,,[],,,,,,,,,
59281,511003700,Haus am Zoo Saarbrücken   Vollstationäre Pflege,"{'street': 'Gustav-Moog-Str. 4', 'streetAddition': '', 'zip': '66121', 'city': 'Saarbrücken', 'phone': '', 'title': '', 'active': False}","{'lat': 49.231858941594, 'lon': 7.0428796827318}",0,,,[],,,,,,,,,
59468,510336152,Haus an den Moorlanden Neu Wulmstorf  Stationäre Pflege,"{'street': 'Konrad-Adenauer-Str. 40', 'streetAddition': '', 'zip': '21629', 'city': 'Neu Wulmstorf', 'phone': '', 'title': '', 'active': False}","{'lat': 53.472493995145, 'lon': 9.7935969903473}",0,,,[],,,,,,,,,
58174,510331943,Haus an der Heide,"{'street': 'Am Osterfeld 2', 'streetAddition': '', 'zip': '21435', 'city': 'Stelle', 'phone': '', 'title': '', 'active': False}","{'lat': 53.377239996984, 'lon': 10.116458959477}",0,,,[],,,,,,,,,
58816,510335093,Haus an der Ilmenau Lüneburg   Altenpflegeeinrichtung,"{'street': 'Auf der Hude 60', 'streetAddition': '', 'zip': '21339', 'city': 'Lüneburg', 'phone': '', 'title': '', 'active': False}","{'lat': 53.258272948373, 'lon': 10.413942982841}",0,,,[],,,,,,,,,
59414,510519836,Haus an der Rheinkirche,"{'street': 'Rheinstr. 12', 'streetAddition': '', 'zip': '47198', 'city': 'Duisburg', 'phone': '', 'title': '', 'active': False}","{'lat': 51.453300967592, 'lon': 6.717298962395}",0,,,[],,,,,,,,,
59173,510808164,Haus an der Tauber,"{'street': 'Waldstr. 25/1', 'streetAddition': '', 'zip': '97993', 'city': 'Creglingen', 'phone': '', 'title': '', 'active': False}","{'lat': 49.46681896901, 'lon': 10.035887983666}",0,,,[],,,,,,,,,
48509,513200736,Haus Angerhof Glienicke/Nordbahn,"{'street': 'Hauptstr. 73 - 75', 'streetAddition': '', 'zip': '16548', 'city': 'Glienicke', 'phone': '', 'title': '', 'active': False}","{'lat': 52.630872792998, 'lon': 13.312627639953}",0,,,[],,,,,,,,,
